;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"TROUVEZ LA BONNE BATTERIE
POUR VOTRE VÉHICULE";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Modèle;;;;;;;;Type;;;;;;;;;;;;;;Carburant;de            à;;;;;;;AGM;;;EFB;CONVENTIONNELLE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALFA ROMEO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Modèle;;;;;;;;Type;;;;;;;;;;;;;;Carburant;de            à;;;;;;;AGM;;;EFB;CONVENTIONNELLE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRANSIT CONNECT (P65_, P70_, P80_);;;;;;;;1.8 DI, 1.8 TDCi;;;;;;;;;;;;;;Diesel;2002-06;;2013-12;;;;;;;;FL652;;;F8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HONDA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"CIVIC VIII
Hatchback (FN, FK)";;;;;;;;2.2 CTDi;;;;;;;;;;;;;;Diesel;2005-09;;;;;;;;;;F32;;;F7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CR-V III (RE_)                      2.2 i-CTDi 4WD, 2.2 i-DTEC 4WD                    Diesel    2007-01                                    F32             F7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JAZZ III (GE_, GG_, GP_, ZA_) | FIT;;;;;;;;1.2, 1.3 i;;;;;;;;;;;;;;Petrole;2008-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HYUNDAI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GETZ (TB);;;;;;;;1.5 CRDi;;;;;;;;;;;;;;Diesel;2003-03;;2009-06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BERLINGO /
BERLINGO FIRST Box  (M_)";;;;;;;;;;;;;;;;;;"1.6 HDI 75, 1.6 HDI 90, 1.9 D 70, 2.0
HDI 90";;;;;;;;;Diesel     1996-07    2011-12;;;;;;;;;;;;;;F31              F4;;;;;;;;;;GETZ (TB)                         1.1, 1.3 i                                                     Petrole   2002-09  2009-06                         F30            F1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
i10 (PA);;;;;;;;1.0, 1.2;;;;;;;;;;;;;;Petrole;2008-01;;2013-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BERLINGO / BERLINGO FIRST MPV (MF, GJK, GFK);;;;;;;;1.6 HDI 90, 1.9 D;;;;;;;;;;;;;;Diesel;1996-07;;2008-05;;;;;;;;F31;;;F4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
i20 (GB, IB)                       1.2                                                             Petrole   2014-11                                         F30            F1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
i30 (GD);;;;;;;;1.6 CRDI;;;;;;;;;;;;;;Diesel;2011-12;;2016-12        F41         F32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BERLINGO / BERLINGO FIRST MPV (MF, GJK, GFK);;;;;;;;;;;;;;;;;2.0 HDI 90 (MFRHY)                                             Diesel     1999-12 2005-10;;;;;;;;;;;;;;;;;;;;;;;;F32              F7;;;;;;;;;;ix35 (LM, EL, ELH) | TUCSON;;;;;;1.7 CRDi                                                   Diesel     2010-11;;;;;;;;;;;;;F42;;;;;;;;;;;;;;;;;;;
ix35 (LM, EL, ELH) | TUCSON;;;;;;;;2.0 CRDi 4WD;;;;;;;;;;;;;;Diesel;2010-01;;;;;;;;;;FL955;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BERLINGO / BERLINGO FIRST MPV (MF, GJK, GFK);;;;;;;;1.4 i, 1.6 16V;;;;;;;;;;;;;;Petrole;1996-07;;2011-12;;;;;;;;F30;;;F1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BERLINGO Box (B9)                1.6 HDi 110, 1.6 HDi 115, 1.6 HDi 75, 1.6 HDi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Diesel    2008-04;;;;;;;;;;;F31             F4;;;;;;;;;;;MATRIX (FC)                    1.5 CRDi, 1.5 CRDi VGT                            Diesel     2001-10   2010-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTA FÉ I (SM);;;;;;;;2.0 CRDi, 2.0 CRDi 4x4;;;;;;;;;;;;;;Diesel;2001-08;;2006-03;;;;;;;;FL954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BERLINGO Box (K9)                BlueHDi 100                                                        Diesel     2018-06                      F41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F31;;;;SANTA FÉ II (CM)             2.2 CRDi, 2.2 CRDi 4x4, 2.2 CRDi;;;;;;;;;;;;;;;;;Diesel    2006-03   2009-12                      FL954;;;;;;;;;;;;;;;;;;;;;;;;;;
BERLINGO Box (B9);;;;;;;;"1.6 BlueHDi 100, 1.6 BlueHDi 120,  1.6
HDi / BlueHDi 75, 1.6 HDi 90";;;;;;;;;;;;;;Diesel;2010-07;;;;;;;F41;;;F31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUCSON (JM);;;;;;;;2.0 CRDi /  All-wheel Drive;;;;;;;;;;;;;;Diesel;2004-08;;2010-03;;;;;;;;FL954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUCSON (TL, TLE)          1.7 CRDi                                                   Diesel     2015-06                        F42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BERLINGO Platform/ Chassis (B9);;;;;;;;1.6 HDi 90 16V;;;;;;;;;;;;;;Diesel;2008-04;;;;;;;;;;F31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1 (PM_, PN_)                         1.4 HDi                                                                  Diesel     2005-06   2014-09
C15 (VD-_)                                1.8 D, 1.9 D                                                          Diesel     1986-07    2005-12
C2 (JM_)                                  1.4 HDi                                                                  Diesel     2003-09   2009-12
C3 I (FC_, FN_)                        1.4 Hdi, 1.4 16V Hdi, 1.6 16V Hdi                           Diesel     2002-02
1.4 HDi 70, 1.6 Hdi, 1.6 HDi 90, 1.6 HDi";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"F30             F1
F31
F31              F4
F31             F4";;;;;;;;;;;;DAILY III Box Body / Estate;;;;;;"29 L 12 V, 35 S 9 V,35 C 9 V, 35 C 12 V, 35
S 12 V, 35 S 11 V,35 C 11 V, 35 S 13 V,35
C 13 V, 35 S 15 V, 35 C 15V";;;;;;;;Diesel     1999-05  2007-07                    FL1000;;;;;;;;;;;;;;;;;;;;;;;;
C1 II (PA_, PS_);;;;;;;;1.0 VTi 68, 1.0 VTi 72, 1.2 VTi 82;;;;;;;;;;;;;;Petrole;2014-04;;;;;;;;;;F31;;;F1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DAILY III Platform/ Chassis;;;;;;;;"29 L 12, 35 C 10 V , 35 S 10 V, 35 C  12,
35 S 12, 35 S 11, 35 C 11, 35 S 13, 35 S 9,
35 C 9, 50 C 11";;;;;;;;;;;;;;Diesel;1999-05;;2006-04;;;;;;;;FL1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JEEP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RENEGADE Closed Off-Road Vehicle (BU,;;;;;;;;1.6 CRD;;;;;;;;;;;;;;Diesel;2014-07;;;;;;;FK508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"B1)
KIA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CEE'D SW (ED);;;;;;;;1.6 CRDi 90 / 115;;;;;;;;;;;;;;Diesel;2007-09;;2012-12;;;;;;;;F32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2 (JM_);;;;;;;;1.1, 1.4, 1.4 16V,;;;;;;;;;;;;;;Petrole;2006-06;;;;;;;;;;F30;;;F1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3 AIRCROSS II (2R_, 2C_);;;;;;;;1.2 PureTech 82, 110, 130;;;;;;;;;;;;;;Petrole;2017-06;;;;;;;;;;F31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3 I (FC_, FN_);;;;;;;;1.1 i, 1.4 i, 1.4 16V, 1.6 16V;;;;;;;;;;;;;;Petrole;2002-02;;;;;;;;;;F31;;;F1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3 II (SC_);;;;;;;;;;;;;;;;;;110, 1.6 BlueHDi 75, 1.6 BlueHDi 100                    Diesel     2009-11                       F41;;;;;;;;;;;;;;;;;;;;;;;;"F4
PICANTO (JA)";;;;;;;;;;;;;;1.0, 1.2                                                       Petrole   2017-03;;;;;;;;;;;;;;F40;;;;;;;;;;;;;;;;;;;
C3 II (SC_);;;;;;;;1.1, 1.4, 1.0 VTi 68, 1.2 VTi 82, 1.6 VTi 120;;;;;;;;;;;;;;Petrole;2012-08;;2016-09;;;;;;;;F30;;;F1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PICANTO (SA);;;;;;;;1.0;;;;;;;;;;;;;;Petrole;2004-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C3 II (SC_)                               1.4 VTi 95                                                             Petrole   2009-11
C3 III (SX)                         1.6 BlueHDi 75, 1.6 BlueHDi 100                Diesel     2016-07";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F41;;;;;;;F31            F4;;;;;;;;;PICANTO (TA);;;;;;;;1.0, 1.2                                                       Petrole   2011-05;;;;;;;;;F40;;;;;;;;;;;;;;;;;;;;;
C3 III (SX);;;;;;;;1.2 THP 110, 1.2 VTi 68, 1.2 VTi 82;;;;;;;;;;;;;;Petrole;2016-07;;;;;;;F41;;;F30;;;F1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RIO III (UB) SORENTO I;;;;;;;;1.2 CVVT;;;;;;;;;;;;;;Petrole;2014-11;;;;;;;;;;F31;;;F4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
(JC) SPORTAGE (QL,       2.5 CRDi                                                   Diesel     2002-08                                    FL955;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3 Picasso (SH_);;;;;;;;"1.6 BlueHDi 100, 1.6 HDi 90, 1.6
HDi 110, 1.6 HDi 115";;;;;;;;;;;;;;Diesel;2010-05;;;;;;;F41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QLE) SPORTAGE (SL);;;;;;;;1.7 CRDi, 2.0 CRDi;;;;;;;;;;;;;;Diesel;2015-09;;;;;;;F42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C3 Picasso (SH_)              1.4 VTi 95                                                  Petrole   2009-02
C3 Pluriel (HB_)                 1.4, 1.6                                                       Petrole   2003-05
1.6 HDi 115, 1.6 HDi 115 AWC, 1.8";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"F30            F1
F30            F1";;;;;;;;;;;;;;;;VENGA (YN);;;;;1.7 CRDi                                                   Diesel     2010-12;;;;;;;;;;;;;;F42;;;;;;;;;;;;;;;;;;;
C3 Picasso (SH_);;;;;;;;1.2 THP 110;;;;;;;;;;;;;;Petrole;2015-01;;;;;;;F41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;1.4 CRDi 90, 1.6 CRDi 115;;;;;;;;;;;;;;Diesel;2010-02;;;;;;;;;;F32;;;F7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANCIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YPSILON (312_);;;;;;;;0.9 TwinAir, 1.2;;;;;;;;;;;;;;Petrole;2011-05;;;;;;;;;;F31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LAND ROVER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FREELANDER (L314);;;;;;;;2.0 DI 4x4, 2.0 Td4 4x4;;;;;;;;;;;;;;Diesel;1998-02;;2006-10;;;;;F41;;;F32;;;F7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3 Pluriel (HB_);;;;;;;;1.4 HDi;;;;;;;;;;;;;;Diesel;2004-04;;;;;;;;;;F30;;;F1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4 AIRCROSS;;;;;;;;;;;;;;;;HDi 150 AWC                                             Diesel     2012-04;;;;;;;;;;;;;;;;;;;;;F41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4 CACTUS;;;;;;;;1.6 HDi 90, 1.6 BlueHDi 100;;;;;;;;;;;;;;Diesel;2014-09;;;;;;;F41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4 CACTUS                      1.2 VTi 75 / PureTech 75, 1.2 VTi 82           Petrole   2014-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F30            F1;;;;;;;;;;;;;;;;RANGE ROVER                2.0 D / 4x4                                                 Diesel     2015-06                       F42       FL752;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4 CACTUS;;;;;;;;1.2 THP 110;;;;;;;;;;;;;;Petrole;2014-09;;;;;;;F41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MERCEDES-BENZ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4 Grand Picasso I (UA_)  1.6 Hdi, 1.6 HDi 110, 2.0 HDi 138,;;;;;;;;;;;;;;;;;;;;;;;;;;;;Diesel     2006-10    2013-12       F41;;;;;;;;;;;;;;F32            F7;;;;;;;;;;A-CLASS (W168)                A 160 CDI, A 170 CDI                                Diesel     1998-07    2004-08       F41;;;;;;;;;;;;;;;;;;;;;;;;;F32             F7;;;;;;;;;;;;
C4 Grand Picasso II;;;;;;;;"1.6 HDi / BlueHDi 115/120, 2.0
BlueHDi 150";;;;;;;;;;;;;;Diesel;2013-06;;;;;;;F41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A-CLASS (W168);;;;;;;;A 140, A 160, A 190;;;;;;;;;;;;;;Petrole;1997-07;;2004-08;;;;;F40;;;F31;;;F4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4 Grand Picasso II           1.2 THP 130, 1.6 THP 165, 1.6 VTi 120       Petrole   2013-09                      F41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F31            F4;;;;;;;;;A-CLASS (W169)                A 160 CDI, A 180 CDI, A 200 CDI               Diesel    2004-09   2012-06        F41;;;;;;;;;;;;;;;;;;;;;;;;;;F32             F7;;;;;;;;;;;;
C4 I (LC_);;;;;;;;1.4 16V, 1.6 16V;;;;;;;;;;;;;;Petrole;2004-11;;2011-07;;;;;;;;F30;;;F1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A-CLASS (W169);;;;;;;;A 150, A170, A200;;;;;;;;;;;;;;Petrole;2004-09;;2012-06;;;;;F40;;;F31;;;F4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1.6 BlueHDi 100, 120, 1.6 HDi 90,
110, 115, 2.0 HDi / BlueHDi 150";;;;;;;;;;;;;;;;;;;;;;;;;;;;Diesel     2009-11;;;;;;;;;F41;;;;;;;;F7                   A-CLASS (W176)                A 180 CDI, A200 CDI / D, A220 D               Diesel     2012-06;;;;;;;;;;;;;;;;;;;;;;;;;F42;;;;;;;;;;;;;;;;;;;
A-CLASS (W176);;;;;;;;A 160, A 180, A 200, A 250;;;;;;;;;;;;;;Petrole;2012-09;;;;;;;F41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4 II (B7);;;;;;;;1.2 THP 110, 130;;;;;;;;;;;;;;Petrole;2014-04;;;;;;;F41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C4 II (B7)                          1.6 VTi 120                                                Petrole   2009-11    2016-12
C4 Picasso I MPV (UD_)    1.6 HDi 110                                               Diesel     2010-09   2013-08";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"F31            F4
F31            F4";;;;;;;;;;;;"B-CLASS (W245)              B 180 CDI, B 200 CDI                                Diesel     2005-03   2011-11        F41
CABRIOLET (A124)             300 CE-24 (124.061)                                  Petrole   1992-04    1993-06       F41";;;;;;;;;;;;;;;;;;;;;;;;;;"F32             F7
F32             F7";;;;;;;;;;;;
B-CLASS (W246, W242);;;;;;;;"B 160 CDI / d, B 180 CDI, B 200 CDI /
d / d 4-matic, B 220 CDI / d";;;;;;;;;;;;;;Diesel;2011-11;;;;;;;F41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4 Picasso I MPV (UD_);;;;;;;;1.6 Hdi, 2.0 HDi 138, 150;;;;;;;;;;;;;;Diesel;2006-10;;2013-08;;;;;F41                           F7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4 Picasso II;;;;;;;;"1.6 BlueHDi 100, 120, 1.6 Hdi /
BlueHDi 115  2.0 HDi 135/ BlueHDi 150";;;;;;;;;;;;;;Diesel;2013-02;;;;;;;F41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C-CLASS (W202);;;;;;;;"C 200 CDI, C 220 CDI, C 220 D, C 250
D, C 250 Turbo-D";;;;;;;;;;;;;;Diesel;1993-05;;2000-05;;;;;F41;;;F32;;;F7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4 Picasso II                        1.2 THP 130, 1.6 THP 165, 1.6 VTi 120            Petrole  2013-02                    F41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F30            F1;;;;;;;;;C-CLASS (W203);;;;;;C 200 CDI, C 220 CDI, C 320 CDI              Diesel    2000-09  2003-06       F41;;;;;;;;;;;;;;;;;;;;F32             F7;;;;;;;;;;;;
C4 Picasso II;;;;;;;;1.6 HDi 90;;;;;;;;;;;;;;Diesel;2013-02;;;;;;;F41;;;;;;F4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C-CLASS (W204);;;;;;;;C 200 CDI, C 220;;;;;;;;;;;;;;Diesel;2007-01;;2009-12;;;;;F41;;;F32;;;F7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C5 I (DC_)                            2.0 Hdi                                                           Diesel    2001-03  2004-08
C5 II (RC_)                           1.6 HDi (RC8HZB)                                          Diesel   2004-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"F32            F7
F31            F4";;;;;;;;;;;;C- CLASS (W204);;;;;;"C 180 CDI, C 200 CDI, C 250                     Diesel     2011-01   2014-01
CDI, C 320 CDI";;;;;;;;;;;;;;;;F42;;;;FL752;;;;F12;;;;;;;;
C5 I (DC_);;;;;;;;1.8 16V, 2.0 16V, 2.0 16V HPi;;;;;;;;;;;;;;Petrole;2001-03;;2004-08;;;;;;;;F31            F4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C-CLASS (W205);;;;;;;;"C 200 d, C 220 BlueTEC / d , C
250 BlueTEC / d / d 4-matic";;;;;;;;;;;;;;Diesel;2014-02;;2018-05;;;;;F42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5 II (RC_);;;;;;;;2.0 Hdi, 2.2 Hdi;;;;;;;;;;;;;;Diesel;2004-09;;;;;;;;;;F32            F7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C5 III (RD_)                          2.0 HDI / 140                                                  Diesel   2008-02
C5 III (RD_)                          1.6 HDi 110                                                    Diesel   2008-02";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"F32            F7
F31            F4";;;;;;;;;;;;;;;;"C-CLASS Coupe
E-CLASS (W210)";;;;;;"C 200 CDI, C220 CDI                                 Diesel     2001-03   2008-05       F41
E 200 CDI, E 220 CDI , E 290 Turbo-          Diesel     1996-03    2002-03       F41 E 200 CDI / BlueTEC, E 220 CDI /";;;;;;;;;;;;;;;;;;;;"F32            F7
F32             F7";;;;;;;;;;;;
(CL203) CLK (C209);;;;;;;;220 CDI, 270 CDI, 320 CDI;;;;;;;;;;;;;;Diesel;2002-10;;2009-05;;;;;F42;;;;;;F12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5 III (RD_);;;;;;;;"1.6 HDi 110, 115, 2.0 HDi 150 /
BlueHDi 150, 2.0 HDi 165 / 180 / 200";;;;;;;;;;;;;;Diesel;2009-04;;;;;;;F41;;;;;;F4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E-CLASS (W211);;;;;;;;E 220 CDI, E 280 CDI, E 320 CDI;;;;;;;;;;;;;;Diesel;2002-11;;2008-12;;;;;F43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5 III Break (RW_);;;;;;;;"2.0 HDI / 140 / 150 / BlueHDi 150 /
165 / 180, 2.2 Hdi 200, 3.0 Hdi 240";;;;;;;;;;;;;;Diesel;2008-02;;;;;;;F41;;;F32;;;F7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5 III Break (RW_)                1.6 HDi 110 / 115                                            Diesel   2008-02                   F41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F31            F4;;;;;;;;;E-CLASS (W212);;;;;;BlueTEC, E 250 CDI / BlueTEC, E 350 CDI;;;;;;Diesel     2009-01                      F43;;;;;;;;;;;;;;;;;;;;;;;;;;
C8 (EA_, EB_);;;;;;;;2.0 HDI, 2.0 HDi 135 / 165, 2.2 Hdi;;;;;;;;;;;;;;Diesel;2002-07;;;;;;;F41;;;F32;;;F7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLA-CLASS (X156);;;;;;;;GLA 200 CDI / d / 4-matic, GLA 220 CDI / d;;;;;;;;;;;;;;Diesel;2013-12;;;;;;;F42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C-CROSSER (EP_);;;;;;;;;;;;;;;;;;2.2 HDi                                                           Diesel    2007-02;;;;;;;;;;;;;;;;;FL954;;;;;;;;;;;GLC (X253)                      220 d 4-matic, 250 d 4-matic                       Diesel     2015-06    2019-04        F42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DS3;;;;;;;;1.6 HDi 90 / 110 / 115, 1.6 BlueHDi 120;;;;;;;;;;;;;;Diesel;2009-11;;2015-07;;;;;F41;;;F32;;;F4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M-CLASS (W163);;;;;;;;ML 270 CDI, ML 400 CDI;;;;;;;;;;;;;;Diesel;1999-12;;2005-06;;;;;F43;;;;;;F10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
